Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.203258e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011034 | lrm: 1.00 | dt: 6711ms | tok/sec: 4,882 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 01388 (61.3%) | loss: 3.466968 | lrm: 0.77 | dt: 135ms | tok/sec: 243,471 | mfu: 3.0% | epoch: 1 | remaining: 116s    
step 01389 (61.3%) | loss: 3.482759 | lrm: 0.77 | dt: 135ms | tok/sec: 243,480 | mfu: 3.0% | epoch: 1 | remaining: 116s    
step 01390 (61.3%) | loss: 3.474443 | lrm: 0.77 | dt: 135ms | tok/sec: 243,286 | mfu: 3.0% | epoch: 1 | remaining: 116s    
step 01391 (61.4%) | loss: 3.479246 | lrm: 0.77 | dt: 135ms | tok/sec: 243,196 | mfu: 3.0% | epoch: 1 | remaining: 116s    
step 01392 (61.4%) | loss: 3.485970 | lrm: 0.77 | dt: 135ms | tok/sec: 243,452 | mfu: 3.0% | epoch: 1 | remaining: 116s    
step 01393 (61.5%) | loss: 3.484511 | lrm: 0.77 | dt: 134ms | tok/sec: 244,382 | mfu: 3.0% | epoch: 1 | remaining: 115s    
step 01394 (61.5%) | loss: 3.475032 | lrm: 0.77 | dt: 135ms | tok/sec: 243,492 | mfu: 3.0% | epoch: 1 | remaining: 115s    
step 01395 (61.6%) | loss: 3.480747 | lrm: 0.77 | dt: 135ms | tok/sec: 243,394 | mfu: 3.0% | epoch: 1 | remaining: 115s    
step 01396 (61.6%) | loss: 3.471805 | lrm: 0.77 | dt: 134ms | tok/sec: 243,678 | mfu: 3.0% | epoch: 1 | remaining: 115s    
step 01397 (61.7%) | loss: 3.460627 | lrm: 0.77 | dt: 135ms | tok/sec: 243,399 | mfu: 3.0% | epoch: 1 | remaining: 115s    
step 01398 (61.7%) | loss: 3.465492 | lrm: 0.77 | dt: 135ms | tok/sec: 243,277 | mfu: 3.0% | epoch: 1 | remaining: 115s    
step 01399 (61.7%) | loss: 3.459030 | lrm: 0.77 | dt: 135ms | tok/sec: 243,297 | mfu: 3.0% | epoch: 1 | remaining: 115s    
step 01400 (61.8%) | loss: 3.455387 | lrm: 0.76 | dt: 135ms | tok/sec: 243,108 | mfu: 3.0% | epoch: 1 | remaining: 114s    
step 01401 (61.8%) | loss: 3.466686 | lrm: 0.76 | dt: 135ms | tok/sec: 242,913 | mfu: 3.0% | epoch: 1 | remaining: 114s    
step 01402 (61.9%) | loss: 3.453994 | lrm: 0.76 | dt: 135ms | tok/sec: 243,222 | mfu: 3.0% | epoch: 1 | remaining: 114s    
step 01403 (61.9%) | loss: 3.453685 | lrm: 0.76 | dt: 135ms | tok/sec: 243,355 | mfu: 3.0% | epoch: 1 | remaining: 114s    
step 01404 (62.0%) | loss: 3.448588 | lrm: 0.76 | dt: 135ms | tok/sec: 243,529 | mfu: 3.0% | epoch: 1 | remaining: 114s    
step 01405 (62.0%) | loss: 3.451106 | lrm: 0.76 | dt: 135ms | tok/sec: 242,122 | mfu: 2.9% | epoch: 1 | remaining: 114s    
step 01406 (62.1%) | loss: 3.457758 | lrm: 0.76 | dt: 135ms | tok/sec: 243,270 | mfu: 3.0% | epoch: 1 | remaining: 114s    
step 01407 (62.1%) | loss: 3.452799 | lrm: 0.76 | dt: 135ms | tok/sec: 243,367 | mfu: 3.0% | epoch: 1 | remaining: 114s    
step 01408 (62.2%) | loss: 3.459765 | lrm: 0.76 | dt: 135ms | tok/sec: 243,619 | mfu: 3.0% | epoch: 1 | remaining: 113s    
step 01409 (62.2%) | loss: 3.464323 | lrm: 0.76 | dt: 135ms | tok/sec: 242,809 | mfu: 3.0% | epoch: 1 | remaining: 113s    
step 01410 (62.2%) | loss: 3.476866 | lrm: 0.76 | dt: 135ms | tok/sec: 243,400 | mfu: 3.0% | epoch: 1 | remaining: 113s    
step 01411 (62.3%) | loss: 3.464295 | lrm: 0.75 | dt: 135ms | tok/sec: 243,603 | mfu: 3.0% | epoch: 1 | remaining: 113s    
step 01412 (62.3%) | loss: 3.481216 | lrm: 0.75 | dt: 135ms | tok/sec: 242,976 | mfu: 3.0% | epoch: 1 | remaining: 113s    
step 01413 (62.4%) | loss: 3.459947 | lrm: 0.75 | dt: 135ms | tok/sec: 242,829 | mfu: 3.0% | epoch: 1 | remaining: 113s    
step 01414 (62.4%) | loss: 3.457770 | lrm: 0.75 | dt: 135ms | tok/sec: 243,324 | mfu: 3.0% | epoch: 1 | remaining: 113s    
step 01415 (62.5%) | loss: 3.459083 | lrm: 0.75 | dt: 135ms | tok/sec: 243,316 | mfu: 3.0% | epoch: 1 | remaining: 112s    
step 01416 (62.5%) | loss: 3.442895 | lrm: 0.75 | dt: 135ms | tok/sec: 243,563 | mfu: 3.0% | epoch: 1 | remaining: 112s    
step 01417 (62.6%) | loss: 3.432130 | lrm: 0.75 | dt: 134ms | tok/sec: 244,365 | mfu: 3.0% | epoch: 1 | remaining: 112s    
step 01418 (62.6%) | loss: 3.429816 | lrm: 0.75 | dt: 135ms | tok/sec: 243,436 | mfu: 3.0% | epoch: 1 | remaining: 112s    
step 01419 (62.6%) | loss: 3.438039 | lrm: 0.75 | dt: 135ms | tok/sec: 243,367 | mfu: 3.0% | epoch: 1 | remaining: 112s    
step 01420 (62.7%) | loss: 3.443089 | lrm: 0.75 | dt: 135ms | tok/sec: 243,259 | mfu: 3.0% | epoch: 1 | remaining: 112s    
step 01421 (62.7%) | loss: 3.440384 | lrm: 0.75 | dt: 135ms | tok/sec: 243,443 | mfu: 3.0% | epoch: 1 | remaining: 112s    
step 01422 (62.8%) | loss: 3.429410 | lrm: 0.74 | dt: 135ms | tok/sec: 243,307 | mfu: 3.0% | epoch: 1 | remaining: 112s    
step 01423 (62.8%) | loss: 3.433037 | lrm: 0.74 | dt: 135ms | tok/sec: 243,094 | mfu: 3.0% | epoch: 1 | remaining: 111s    
step 01424 (62.9%) | loss: 3.447285 | lrm: 0.74 | dt: 134ms | tok/sec: 243,731 | mfu: 3.0% | epoch: 1 | remaining: 111s    
step 01425 (62.9%) | loss: 3.433436 | lrm: 0.74 | dt: 135ms | tok/sec: 243,285 | mfu: 3.0% | epoch: 1 | remaining: 111s    
step 01426 (63.0%) | loss: 3.439544 | lrm: 0.74 | dt: 135ms | tok/sec: 242,708 | mfu: 3.0% | epoch: 1 | remaining: 111s    
step 01427 (63.0%) | loss: 3.438496 | lrm: 0.74 | dt: 135ms | tok/sec: 243,029 | mfu: 3.0% | epoch: 1 | remaining: 111s    
step 01428 (63.1%) | loss: 3.449707 | lrm: 0.74 | dt: 135ms | tok/sec: 243,367 | mfu: 3.0% | epoch: 1 | remaining: 111s    
step 01429 (63.1%) | loss: 3.454687 | lrm: 0.74 | dt: 135ms | tok/sec: 243,254 | mfu: 3.0% | epoch: 1 | remaining: 111s    
step 01430 (63.1%) | loss: 3.450448 | lrm: 0.74 | dt: 135ms | tok/sec: 243,285 | mfu: 3.0% | epoch: 1 | remaining: 110s    
step 01431 (63.2%) | loss: 3.452497 | lrm: 0.74 | dt: 135ms | tok/sec: 243,131 | mfu: 3.0% | epoch: 1 | remaining: 110s    
step 01432 (63.2%) | loss: 3.428882 | lrm: 0.74 | dt: 135ms | tok/sec: 243,078 | mfu: 3.0% | epoch: 1 | remaining: 110s    
step 01433 (63.3%) | loss: 3.435314 | lrm: 0.73 | dt: 135ms | tok/sec: 243,006 | mfu: 3.0% | epoch: 1 | remaining: 110s    
step 01434 (63.3%) | loss: 3.432753 | lrm: 0.73 | dt: 135ms | tok/sec: 243,348 | mfu: 3.0% | epoch: 1 | remaining: 110s    
step 01435 (63.4%) | loss: 3.427665 | lrm: 0.73 | dt: 135ms | tok/sec: 242,955 | mfu: 3.0% | epoch: 1 | remaining: 110s    
step 01436 (63.4%) | loss: 3.424876 | lrm: 0.73 | dt: 135ms | tok/sec: 243,014 | mfu: 3.0% | epoch: 1 | remaining: 110s    
step 01437 (63.5%) | loss: 3.426282 | lrm: 0.73 | dt: 135ms | tok/sec: 242,713 | mfu: 3.0% | epoch: 1 | remaining: 109s    
step 01438 (63.5%) | loss: 3.432386 | lrm: 0.73 | dt: 135ms | tok/sec: 242,877 | mfu: 3.0% | epoch: 1 | remaining: 109s    
step 01439 (63.5%) | loss: 3.424670 | lrm: 0.73 | dt: 135ms | tok/sec: 243,217 | mfu: 3.0% | epoch: 1 | remaining: 109s    
step 01440 (63.6%) | loss: 3.419563 | lrm: 0.73 | dt: 135ms | tok/sec: 243,590 | mfu: 3.0% | epoch: 1 | remaining: 109s    
step 01441 (63.6%) | loss: 3.420508 | lrm: 0.73 | dt: 135ms | tok/sec: 243,007 | mfu: 3.0% | epoch: 1 | remaining: 109s    
step 01442 (63.7%) | loss: 3.427531 | lrm: 0.73 | dt: 135ms | tok/sec: 243,116 | mfu: 3.0% | epoch: 1 | remaining: 109s    
step 01443 (63.7%) | loss: 3.417534 | lrm: 0.73 | dt: 135ms | tok/sec: 243,039 | mfu: 3.0% | epoch: 1 | remaining: 109s    
step 01444 (63.8%) | loss: 3.414542 | lrm: 0.72 | dt: 135ms | tok/sec: 243,108 | mfu: 3.0% | epoch: 1 | remaining: 109s    
step 01445 (63.8%) | loss: 3.404570 | lrm: 0.72 | dt: 135ms | tok/sec: 242,378 | mfu: 2.9% | epoch: 1 | remaining: 108s    
step 01446 (63.9%) | loss: 3.410177 | lrm: 0.72 | dt: 135ms | tok/sec: 243,265 | mfu: 3.0% | epoch: 1 | remaining: 108s    
step 01447 (63.9%) | loss: 3.420636 | lrm: 0.72 | dt: 135ms | tok/sec: 243,120 | mfu: 3.0% | epoch: 1 | remaining: 108s    
step 01448 (64.0%) | loss: 3.414664 | lrm: 0.72 | dt: 135ms | tok/sec: 243,181 | mfu: 3.0% | epoch: 1 | remaining: 108s    
step 01449 (64.0%) | loss: 3.410206 | lrm: 0.72 | dt: 134ms | tok/sec: 244,220 | mfu: 3.0% | epoch: 1 | remaining: 108s    
step 01450 (64.0%) | loss: 3.422687 | lrm: 0.72 | dt: 135ms | tok/sec: 243,521 | mfu: 3.0% | epoch: 1 | remaining: 108s    
step 01451 (64.1%) | loss: 3.430602 | lrm: 0.72 | dt: 135ms | tok/sec: 243,196 | mfu: 3.0% | epoch: 1 | remaining: 108s    
step 01452 (64.1%) | loss: 3.439298 | lrm: 0.72 | dt: 135ms | tok/sec: 243,450 | mfu: 3.0% | epoch: 1 | remaining: 107s    
step 01453 (64.2%) | loss: 3.432448 | lrm: 0.72 | dt: 135ms | tok/sec: 243,598 | mfu: 3.0% | epoch: 1 | remaining: 107s    
step 01454 (64.2%) | loss: 3.438004 | lrm: 0.72 | dt: 135ms | tok/sec: 243,147 | mfu: 3.0% | epoch: 1 | remaining: 107s    
step 01455 (64.3%) | loss: 3.436238 | lrm: 0.71 | dt: 135ms | tok/sec: 243,272 | mfu: 3.0% | epoch: 1 | remaining: 107s    
step 01456 (64.3%) | loss: 3.440389 | lrm: 0.71 | dt: 135ms | tok/sec: 243,324 | mfu: 3.0% | epoch: 1 | remaining: 107s    
step 01457 (64.4%) | loss: 3.443887 | lrm: 0.71 | dt: 135ms | tok/sec: 242,996 | mfu: 3.0% | epoch: 1 | remaining: 107s    
step 01458 (64.4%) | loss: 3.442974 | lrm: 0.71 | dt: 135ms | tok/sec: 243,418 | mfu: 3.0% | epoch: 1 | remaining: 107s    
step 01459 (64.4%) | loss: 3.459048 | lrm: 0.71 | dt: 135ms | tok/sec: 243,349 | mfu: 3.0% | epoch: 1 | remaining: 107s    
step 01460 (64.5%) | loss: 3.448510 | lrm: 0.71 | dt: 134ms | tok/sec: 243,669 | mfu: 3.0% | epoch: 1 | remaining: 106s    
step 01461 (64.5%) | loss: 3.447601 | lrm: 0.71 | dt: 135ms | tok/sec: 243,069 | mfu: 3.0% | epoch: 1 | remaining: 106s    
step 01462 (64.6%) | loss: 3.447288 | lrm: 0.71 | dt: 135ms | tok/sec: 242,970 | mfu: 3.0% | epoch: 1 | remaining: 106s    
step 01463 (64.6%) | loss: 3.434833 | lrm: 0.71 | dt: 135ms | tok/sec: 243,511 | mfu: 3.0% | epoch: 1 | remaining: 106s    
step 01464 (64.7%) | loss: 3.425243 | lrm: 0.71 | dt: 135ms | tok/sec: 243,596 | mfu: 3.0% | epoch: 1 | remaining: 106s    
step 01465 (64.7%) | loss: 3.430959 | lrm: 0.71 | dt: 135ms | tok/sec: 243,442 | mfu: 3.0% | epoch: 1 | remaining: 106s    
step 01466 (64.8%) | loss: 3.428206 | lrm: 0.70 | dt: 135ms | tok/sec: 243,296 | mfu: 3.0% | epoch: 1 | remaining: 106s    
step 01467 (64.8%) | loss: 3.426564 | lrm: 0.70 | dt: 135ms | tok/sec: 243,077 | mfu: 3.0% | epoch: 1 | remaining: 105s    
step 01468 (64.8%) | loss: 3.426596 | lrm: 0.70 | dt: 134ms | tok/sec: 244,244 | mfu: 3.0% | epoch: 1 | remaining: 105s    
step 01469 (64.9%) | loss: 3.418638 | lrm: 0.70 | dt: 135ms | tok/sec: 242,922 | mfu: 3.0% | epoch: 1 | remaining: 105s    
step 01470 (64.9%) | loss: 3.418070 | lrm: 0.70 | dt: 135ms | tok/sec: 243,313 | mfu: 3.0% | epoch: 1 | remaining: 105s    
step 01471 (65.0%) | loss: 3.419008 | lrm: 0.70 | dt: 135ms | tok/sec: 243,520 | mfu: 3.0% | epoch: 1 | remaining: 105s    
step 01472 (65.0%) | loss: 3.416156 | lrm: 0.70 | dt: 134ms | tok/sec: 244,068 | mfu: 3.0% | epoch: 1 | remaining: 105s    
step 01473 (65.1%) | loss: 3.414853 | lrm: 0.70 | dt: 135ms | tok/sec: 243,519 | mfu: 3.0% | epoch: 1 | remaining: 105s    
step 01474 (65.1%) | loss: 3.420051 | lrm: 0.70 | dt: 135ms | tok/sec: 243,380 | mfu: 3.0% | epoch: 1 | remaining: 105s    
step 01475 (65.2%) | loss: 3.425392 | lrm: 0.70 | dt: 135ms | tok/sec: 243,602 | mfu: 3.0% | epoch: 1 | remaining: 104s    
step 01476 (65.2%) | loss: 3.407494 | lrm: 0.70 | dt: 135ms | tok/sec: 243,305 | mfu: 3.0% | epoch: 1 | remaining: 104s    
step 01477 (65.3%) | loss: 3.405798 | lrm: 0.69 | dt: 135ms | tok/sec: 243,503 | mfu: 3.0% | epoch: 1 | remaining: 104s    
step 01478 (65.3%) | loss: 3.401369 | lrm: 0.69 | dt: 135ms | tok/sec: 243,321 | mfu: 3.0% | epoch: 1 | remaining: 104s    
step 01479 (65.3%) | loss: 3.408432 | lrm: 0.69 | dt: 135ms | tok/sec: 242,775 | mfu: 3.0% | epoch: 1 | remaining: 104s    
step 01480 (65.4%) | loss: 3.407199 | lrm: 0.69 | dt: 135ms | tok/sec: 243,067 | mfu: 3.0% | epoch: 1 | remaining: 104s    
step 01481 (65.4%) | loss: 3.411783 | lrm: 0.69 | dt: 135ms | tok/sec: 243,324 | mfu: 3.0% | epoch: 1 | remaining: 104s    
step 01482 (65.5%) | loss: 3.392300 | lrm: 0.69 | dt: 135ms | tok/sec: 243,011 | mfu: 3.0% | epoch: 1 | remaining: 103s    
step 01483 (65.5%) | loss: 3.386009 | lrm: 0.69 | dt: 135ms | tok/sec: 243,490 | mfu: 3.0% | epoch: 1 | remaining: 103s    
step 01484 (65.6%) | loss: 3.389915 | lrm: 0.69 | dt: 135ms | tok/sec: 243,132 | mfu: 3.0% | epoch: 1 | remaining: 103s    
step 01485 (65.6%) | loss: 3.395636 | lrm: 0.69 | dt: 135ms | tok/sec: 243,380 | mfu: 3.0% | epoch: 1 | remaining: 103s    
step 01486 (65.7%) | loss: 3.409674 | lrm: 0.69 | dt: 135ms | tok/sec: 243,487 | mfu: 3.0% | epoch: 1 | remaining: 103s    
step 01487 (65.7%) | loss: 3.403613 | lrm: 0.69 | dt: 135ms | tok/sec: 243,405 | mfu: 3.0% | epoch: 1 | remaining: 103s    
step 01488 (65.7%) | loss: 3.402356 | lrm: 0.69 | dt: 134ms | tok/sec: 244,173 | mfu: 3.0% | epoch: 1 | remaining: 103s    
step 01489 (65.8%) | loss: 3.400313 | lrm: 0.68 | dt: 135ms | tok/sec: 243,365 | mfu: 3.0% | epoch: 1 | remaining: 102s    
step 01490 (65.8%) | loss: 3.400033 | lrm: 0.68 | dt: 135ms | tok/sec: 243,467 | mfu: 3.0% | epoch: 1 | remaining: 102s    
step 01491 (65.9%) | loss: 3.406594 | lrm: 0.68 | dt: 135ms | tok/sec: 243,206 | mfu: 3.0% | epoch: 1 | remaining: 102s    
step 01492 (65.9%) | loss: 3.407302 | lrm: 0.68 | dt: 135ms | tok/sec: 243,429 | mfu: 3.0% | epoch: 1 | remaining: 102s    
step 01493 (66.0%) | loss: 3.420293 | lrm: 0.68 | dt: 134ms | tok/sec: 243,675 | mfu: 3.0% | epoch: 1 | remaining: 102s    
step 01494 (66.0%) | loss: 3.422891 | lrm: 0.68 | dt: 135ms | tok/sec: 243,399 | mfu: 3.0% | epoch: 1 | remaining: 102s    
step 01495 (66.1%) | loss: 3.425351 | lrm: 0.68 | dt: 134ms | tok/sec: 243,678 | mfu: 3.0% | epoch: 1 | remaining: 102s    
step 01496 (66.1%) | loss: 3.426867 | lrm: 0.68 | dt: 135ms | tok/sec: 242,645 | mfu: 3.0% | epoch: 1 | remaining: 102s    
step 01497 (66.1%) | loss: 3.414620 | lrm: 0.68 | dt: 135ms | tok/sec: 243,405 | mfu: 3.0% | epoch: 1 | remaining: 101s    
step 01498 (66.2%) | loss: 3.417865 | lrm: 0.68 | dt: 135ms | tok/sec: 243,319 | mfu: 3.0% | epoch: 1 | remaining: 101s    
step 01499 (66.2%) | loss: 3.420041 | lrm: 0.68 | dt: 135ms | tok/sec: 243,558 | mfu: 3.0% | epoch: 1 | remaining: 101s    
step 01500 (66.3%) | loss: 3.429515 | lrm: 0.67 | dt: 135ms | tok/sec: 242,741 | mfu: 3.0% | epoch: 1 | remaining: 101s    
step 01501 (66.3%) | loss: 3.437887 | lrm: 0.67 | dt: 135ms | tok/sec: 243,041 | mfu: 3.0% | epoch: 1 | remaining: 101s    
step 01502 (66.4%) | loss: 3.446395 | lrm: 0.67 | dt: 135ms | tok/sec: 242,932 | mfu: 3.0% | epoch: 1 | remaining: 101s    
step 01503 (66.4%) | loss: 3.437261 | lrm: 0.67 | dt: 135ms | tok/sec: 243,227 | mfu: 3.0% | epoch: 1 | remaining: 101s    
step 01504 (66.5%) | loss: 3.414708 | lrm: 0.67 | dt: 135ms | tok/sec: 243,013 | mfu: 3.0% | epoch: 1 | remaining: 100s    
step 01505 (66.5%) | loss: 3.420202 | lrm: 0.67 | dt: 135ms | tok/sec: 243,397 | mfu: 3.0% | epoch: 1 | remaining: 100s    
step 01506 (66.6%) | loss: 3.412365 | lrm: 0.67 | dt: 135ms | tok/sec: 243,390 | mfu: 3.0% | epoch: 1 | remaining: 100s    
step 01507 (66.6%) | loss: 3.439139 | lrm: 0.67 | dt: 135ms | tok/sec: 243,336 | mfu: 3.0% | epoch: 1 | remaining: 100s    
step 01508 (66.6%) | loss: 3.427163 | lrm: 0.67 | dt: 135ms | tok/sec: 243,444 | mfu: 3.0% | epoch: 1 | remaining: 100s    
step 01509 (66.7%) | loss: 3.420720 | lrm: 0.67 | dt: 135ms | tok/sec: 243,301 | mfu: 3.0% | epoch: 1 | remaining: 100s    
step 01510 (66.7%) | loss: 3.435633 | lrm: 0.67 | dt: 135ms | tok/sec: 243,480 | mfu: 3.0% | epoch: 1 | remaining: 100s    
step 01511 (66.8%) | loss: 3.423062 | lrm: 0.66 | dt: 134ms | tok/sec: 244,011 | mfu: 3.0% | epoch: 1 | remaining: 100s    
step 01512 (66.8%) | loss: 3.421897 | lrm: 0.66 | dt: 135ms | tok/sec: 243,346 | mfu: 3.0% | epoch: 1 | remaining: 99s    
step 01513 (66.9%) | loss: 3.435259 | lrm: 0.66 | dt: 135ms | tok/sec: 243,519 | mfu: 3.0% | epoch: 1 | remaining: 99s    
step 01514 (66.9%) | loss: 3.434323 | lrm: 0.66 | dt: 135ms | tok/sec: 243,399 | mfu: 3.0% | epoch: 1 | remaining: 99s    
step 01515 (67.0%) | loss: 3.422093 | lrm: 0.66 | dt: 135ms | tok/sec: 243,275 | mfu: 3.0% | epoch: 1 | remaining: 99s    
step 01516 (67.0%) | loss: 3.417855 | lrm: 0.66 | dt: 135ms | tok/sec: 243,326 | mfu: 3.0% | epoch: 1 | remaining: 99s    
step 01517 (67.0%) | loss: 3.424804 | lrm: 0.66 | dt: 135ms | tok/sec: 243,326 | mfu: 3.0% | epoch: 1 | remaining: 99s    
step 01518 (67.1%) | loss: 3.411173 | lrm: 0.66 | dt: 135ms | tok/sec: 243,402 | mfu: 3.0% | epoch: 1 | remaining: 99s    
step 01519 (67.1%) | loss: 3.415641 | lrm: 0.66 | dt: 135ms | tok/sec: 243,284 | mfu: 3.0% | epoch: 1 | remaining: 98s    
step 01520 (67.2%) | loss: 3.413469 | lrm: 0.66 | dt: 135ms | tok/sec: 243,439 | mfu: 3.0% | epoch: 1 | remaining: 98s    
step 01521 (67.2%) | loss: 3.416803 | lrm: 0.66 | dt: 135ms | tok/sec: 243,207 | mfu: 3.0% | epoch: 1 | remaining: 98s    
step 01522 (67.3%) | loss: 3.418313 | lrm: 0.65 | dt: 135ms | tok/sec: 243,139 | mfu: 3.0% | epoch: 1 | remaining: 98s    
step 01523 (67.3%) | loss: 3.416974 | lrm: 0.65 | dt: 135ms | tok/sec: 243,088 | mfu: 3.0% | epoch: 1 | remaining: 98s    
step 01524 (67.4%) | loss: 3.415660 | lrm: 0.65 | dt: 135ms | tok/sec: 243,164 | mfu: 3.0% | epoch: 1 | remaining: 98s    
step 01525 (67.4%) | loss: 3.422437 | lrm: 0.65 | dt: 135ms | tok/sec: 242,540 | mfu: 2.9% | epoch: 1 | remaining: 98s    
step 01526 (67.5%) | loss: 3.435883 | lrm: 0.65 | dt: 135ms | tok/sec: 243,334 | mfu: 3.0% | epoch: 1 | remaining: 98s    
step 01527 (67.5%) | loss: 3.429764 | lrm: 0.65 | dt: 134ms | tok/sec: 243,740 | mfu: 3.0% | epoch: 1 | remaining: 97s    
step 01528 (67.5%) | loss: 3.430005 | lrm: 0.65 | dt: 135ms | tok/sec: 243,421 | mfu: 3.0% | epoch: 1 | remaining: 97s    
step 01529 (67.6%) | loss: 3.432757 | lrm: 0.65 | dt: 135ms | tok/sec: 243,443 | mfu: 3.0% | epoch: 1 | remaining: 97s    
step 01530 (67.6%) | loss: 3.426002 | lrm: 0.65 | dt: 135ms | tok/sec: 243,456 | mfu: 3.0% | epoch: 1 | remaining: 97s    
step 01531 (67.7%) | loss: 3.431452 | lrm: 0.65 | dt: 134ms | tok/sec: 244,249 | mfu: 3.0% | epoch: 1 | remaining: 97s    
step 01532 (67.7%) | loss: 3.429744 | lrm: 0.65 | dt: 135ms | tok/sec: 243,344 | mfu: 3.0% | epoch: 1 | remaining: 97s    
step 01533 (67.8%) | loss: 3.419710 | lrm: 0.64 | dt: 135ms | tok/sec: 243,201 | mfu: 3.0% | epoch: 1 | remaining: 97s    
step 01534 (67.8%) | loss: 3.425725 | lrm: 0.64 | dt: 135ms | tok/sec: 242,959 | mfu: 3.0% | epoch: 1 | remaining: 96s    
step 01535 (67.9%) | loss: 3.429911 | lrm: 0.64 | dt: 135ms | tok/sec: 243,403 | mfu: 3.0% | epoch: 1 | remaining: 96s    
step 01536 (67.9%) | loss: 3.421120 | lrm: 0.64 | dt: 135ms | tok/sec: 243,493 | mfu: 3.0% | epoch: 1 | remaining: 96s    
step 01537 (67.9%) | loss: 3.419195 | lrm: 0.64 | dt: 135ms | tok/sec: 243,526 | mfu: 3.0% | epoch: 1 | remaining: 96s    
step 01538 (68.0%) | loss: 3.429275 | lrm: 0.64 | dt: 135ms | tok/sec: 243,309 | mfu: 3.0% | epoch: 1 | remaining: 96s    
step 01539 (68.0%) | loss: 3.424174 | lrm: 0.64 | dt: 135ms | tok/sec: 242,753 | mfu: 3.0% | epoch: 1 | remaining: 96s    
step 01540 (68.1%) | loss: 3.424004 | lrm: 0.64 | dt: 135ms | tok/sec: 243,478 | mfu: 3.0% | epoch: 1 | remaining: 96s    
step 01541 (68.1%) | loss: 3.417405 | lrm: 0.64 | dt: 135ms | tok/sec: 243,440 | mfu: 3.0% | epoch: 1 | remaining: 95s    
step 01542 (68.2%) | loss: 3.437820 | lrm: 0.64 | dt: 134ms | tok/sec: 243,632 | mfu: 3.0% | epoch: 1 | remaining: 95s    
step 01543 (68.2%) | loss: 3.435365 | lrm: 0.64 | dt: 135ms | tok/sec: 243,520 | mfu: 3.0% | epoch: 1 | remaining: 95s    
step 01544 (68.3%) | loss: 3.433956 | lrm: 0.63 | dt: 135ms | tok/sec: 243,575 | mfu: 3.0% | epoch: 1 | remaining: 95s    
step 01545 (68.3%) | loss: 3.439502 | lrm: 0.63 | dt: 135ms | tok/sec: 243,301 | mfu: 3.0% | epoch: 1 | remaining: 95s    
step 01546 (68.3%) | loss: 3.436108 | lrm: 0.63 | dt: 135ms | tok/sec: 243,457 | mfu: 3.0% | epoch: 1 | remaining: 95s    
step 01547 (68.4%) | loss: 3.438269 | lrm: 0.63 | dt: 135ms | tok/sec: 243,413 | mfu: 3.0% | epoch: 1 | remaining: 95s    
step 01548 (68.4%) | loss: 3.440699 | lrm: 0.63 | dt: 135ms | tok/sec: 243,437 | mfu: 3.0% | epoch: 1 | remaining: 95s    
step 01549 (68.5%) | loss: 3.446616 | lrm: 0.63 | dt: 135ms | tok/sec: 243,402 | mfu: 3.0% | epoch: 1 | remaining: 94s    
step 01550 (68.5%) | loss: 3.435005 | lrm: 0.63 | dt: 134ms | tok/sec: 243,997 | mfu: 3.0% | epoch: 1 | remaining: 94s    
step 01551 (68.6%) | loss: 3.438260 | lrm: 0.63 | dt: 135ms | tok/sec: 243,531 | mfu: 3.0% | epoch: 1 | remaining: 94s    
step 01552 (68.6%) | loss: 3.425666 | lrm: 0.63 | dt: 135ms | tok/sec: 243,205 | mfu: 3.0% | epoch: 1 | remaining: 94s    
step 01553 (68.7%) | loss: 3.423487 | lrm: 0.63 | dt: 135ms | tok/sec: 243,391 | mfu: 3.0% | epoch: 1 | remaining: 94s    
step 01554 (68.7%) | loss: 3.421158 | lrm: 0.63 | dt: 135ms | tok/sec: 243,302 | mfu: 3.0% | epoch: 1 | remaining: 94s    
step 01555 (68.8%) | loss: 3.401623 | lrm: 0.62 | dt: 135ms | tok/sec: 243,492 | mfu: 3.0% | epoch: 1 | remaining: 94s    
step 01556 (68.8%) | loss: 3.398178 | lrm: 0.62 | dt: 135ms | tok/sec: 243,375 | mfu: 3.0% | epoch: 1 | remaining: 93s    
step 01557 (68.8%) | loss: 3.394329 | lrm: 0.62 | dt: 135ms | tok/sec: 243,031 | mfu: 3.0% | epoch: 1 | remaining: 93s    
step 01558 (68.9%) | loss: 3.405387 | lrm: 0.62 | dt: 135ms | tok/sec: 243,169 | mfu: 3.0% | epoch: 1 | remaining: 93s    
step 01559 (68.9%) | loss: 3.401966 | lrm: 0.62 | dt: 135ms | tok/sec: 243,547 | mfu: 3.0% | epoch: 1 | remaining: 93s    
